title,label,label_score,preprocessed_text,vectorized_text,is_exclamation,is_question,is_multiple_exclamation
"Kasus Penyerangan Ditutup, Pemotor Naik Trotoar Tetap Ditilang",non-clickbait,0,penyerangan ditutup pemotor trotoar ditilang,"[3, 10366, 6187, 1596, 10106, 4303, 2019, 1490, 18218, 9443, 1]",0,0,0
Bareskrim Tangkap 2 Pembobol yang Rugikan Bank BUMN Rp 16 Miliar,non-clickbait,0,bareskrim tangkap pembobol rugikan bank bumn rp miliar,"[3, 1700, 1506, 3081, 1550, 23815, 2160, 10901, 1011, 16693, 1507, 3634, 15637, 5076, 5098, 1]",0,0,0
"Datang ke Pembekalan Caleg Terpilih Demokrat, SBY Beri Arahan Tertutup",non-clickbait,0,pembekalan caleg terpilih demokrat sby arahan tertutup,"[3, 2160, 16122, 3446, 1604, 3776, 5177, 29553, 13196, 7856, 1]",0,0,0
Aktivis Perempuan Nilai RUU PKS Tersandera oleh RUU KUHP,non-clickbait,0,aktivis perempuan nilai ruu pks tersandera ruu kuhp,"[3, 8193, 2884, 3312, 15092, 18361, 2821, 26157, 15092, 30669, 1]",0,0,0
"Belum Teridentifikasi, 4 Korban Kecelakaan Cipularang Diduga Perempuan",non-clickbait,0,teridentifikasi korban kecelakaan cipularang diduga perempuan,"[3, 26507, 4510, 5840, 7479, 6932, 1491, 6237, 2884, 1]",0,0,0
Siswi SMK Bandung Ditikam Dekat Sekolah karena Tolak Cinta Pelaku,non-clickbait,0,siswi smk bandung ditikam sekolah tolak cinta pelaku,"[3, 13360, 7225, 3786, 18218, 18362, 2192, 20724, 4045, 8652, 1]",0,0,0
"Sebut Pemilihan Capim KPK Cacat Yuridis, Ini Saran Samad ke DPR",clickbait,1,pemilihan capim kpk cacat yuridis saran samad dpr,"[3, 3501, 4879, 1550, 15233, 12463, 19054, 21716, 10010, 27509, 4430, 1]",0,0,0
"Jika Tak Kunjung Penuhi Panggilan, Veronica Koman Bakal Jadi DPO",non-clickbait,0,kunjung penuhi panggilan veronica koman dpo,"[3, 22290, 3906, 1012, 8000, 4176, 20875, 17930, 1010, 8668, 1016, 1]",0,0,0
"Pria Misterius Berjubah Putih Viral di Sumut, Ingatkan 'Tuhan Murka'",clickbait,1,pria misterius berjubah putih viral sumut ingatkan tuhan murka,"[3, 3907, 10946, 2289, 2260, 3371, 26523, 2105, 1565, 15034, 1507, 4379, 21033, 1]",0,0,0
Adik soal Hoax Habibie Meninggal: Mbok Jangan Gitu Isengnya,non-clickbait,0,adik hoax habibie meninggal mbok gitu isengnya,"[3, 5606, 19752, 1020, 17360, 2396, 11105, 1608, 4123, 1512, 1744, 1523, 1538, 1]",0,0,0
"JK Bicara Perlunya KPK Punya SP3, Contohkan Kasus RJ Lino",non-clickbait,0,jk bicara kpk sp contohkan rj lino,"[3, 27074, 10272, 15233, 1611, 3196, 1507, 57, 1027, 4113, 1016, 1]",0,0,0
Tidur Siang 1-2 Kali Seminggu Kurangi Kemungkinan Serangan Jantung,non-clickbait,0,tidur siang kali seminggu kurangi serangan jantung,"[3, 6745, 7366, 1859, 5476, 2880, 1012, 3191, 6288, 1]",0,0,0
Polisi Simpulkan Bos Sembako di Cilegon Tewas Bunuh Diri,non-clickbait,0,polisi simpulkan bos sembako cilegon tewas bunuh,"[3, 4476, 20748, 1507, 4847, 4461, 9745, 22675, 4865, 7437, 1]",0,0,0
Menengok Pantai Mustika Banyuwangi,non-clickbait,0,menengok pantai mustika banyuwangi,"[3, 1504, 1523, 1608, 3289, 27249, 1667, 10264, 1]",0,0,0
"Asap Pekat Selimuti Riau, Pemprov Gelar Salat Minta Hujan Besok",non-clickbait,0,asap pekat selimuti riau pemprov gelar salat hujan besok,"[3, 11353, 24503, 21191, 2774, 6704, 1596, 28122, 2839, 9959, 4693, 31068, 1]",0,0,0
"Soal Kontrak Politik Capim KPK, Fahri Sebut Agar Taat Undang-Undang",non-clickbait,0,kontrak politik capim kpk fahri taat undang undang,"[3, 4903, 2605, 4879, 1550, 15233, 31283, 15251, 3163, 3163, 1]",0,0,0
Caketum HIPMI: Pengusaha RI Harus Punya Jiwa Nasionalisme yang Kuat,non-clickbait,0,caketum hipmi pengusaha ri jiwa nasionalisme kuat,"[3, 6596, 8163, 1017, 4593, 1896, 6413, 2602, 2769, 13140, 3572, 1]",0,0,0
"KPU Solo Ajukan Dana Rp 17,8 M untuk Pilwalkot 2020",non-clickbait,0,kpu solo ajukan dana rp m pilwalkot,"[3, 16919, 5147, 3044, 1648, 5053, 5076, 52, 4248, 30943, 1681, 1]",0,0,0
Utusan Khusus Presiden akan Gelar Munas Tokoh Antaragama,non-clickbait,0,utusan khusus presiden gelar munas tokoh antaragama,"[3, 8667, 2632, 2601, 2839, 17782, 1018, 2991, 1885, 20685, 1]",0,0,0
"Panggil Veronica Koman, Polisi Tunggu Hingga Dua Pekan ke Depan",non-clickbait,0,panggil veronica koman polisi tunggu pekan,"[3, 21350, 4176, 20875, 17930, 1010, 4476, 20629, 5599, 1]",0,0,0
KPK Tetapkan Eks Pejabat Pertamina Energy Tersangka Mafia Migas,non-clickbait,0,kpk tetapkan eks pejabat pertamina energy tersangka mafia migas,"[3, 15233, 1817, 1507, 2163, 4625, 17668, 16997, 14208, 19168, 23159, 1]",0,0,0
"Dipeluk Istri Sebelum Jalani Sidang, Kivlan Zen Menangis",non-clickbait,0,dipeluk istri jalani sidang kivlan zen menangis,"[3, 1677, 7782, 4011, 2384, 1012, 7463, 4022, 1031, 3749, 11886, 12667, 1]",0,0,0
"Video Porno di Sumedang Disebar Pemeran Pria, Apa Motifnya?",clickbait,1,video porno sumedang disebar pemeran pria motifnya,"[3, 3229, 22356, 13167, 25045, 5372, 3907, 8223, 1538, 1]",0,1,0
"ICW: Jangan Pertaruhkan KPK, Pak Jokowi",non-clickbait,0,icw pertaruhkan kpk jokowi,"[3, 8182, 1030, 8308, 7401, 15233, 15071, 1]",0,0,0
Terungkap! Video Porno di Sumedang Diperankan Pasangan Selingkuh,clickbait,1,terungkap video porno sumedang diperankan pasangan selingkuh,"[3, 11777, 3229, 22356, 13167, 9206, 3979, 1617, 22321, 1]",1,0,0
"Bocah di Bekasi Disebut Tewas karena Bully, KPAD Imbau Keluarga Melapor",non-clickbait,0,bocah bekasi tewas bully kpad imbau keluarga melapor,"[3, 16340, 9298, 4865, 12499, 1025, 7806, 1503, 12391, 2907, 2565, 22345, 1]",0,0,0
